Employee_ID,Job_Satisfaction,Work_Life_Balance,Management_Support,Career_Development,Engagement_Level,Feedback_Comments
E13380,3.5,2.9,3.2,3.0,3.2,Management communication can improve significantly.
E13381,2.9,3.0,2.4,3.4,2.5,Very little recognition for the amount of work done.
E13382,4.3,2.7,3.5,3.4,3.5,Salary is decent but bonuses could be better.
E13383,5.0,3.0,4.5,3.1,4.1,Management is supportive and career growth is clear.
E13384,3.5,2.3,3.6,4.4,3.5,"Job is fine, but looking to grow further."
E13385,5.0,2.5,4.0,5.0,4.1,Management is supportive and career growth is clear.
E13386,5.0,2.8,3.3,3.7,3.9,Management is supportive and career growth is clear.
E13387,2.4,2.5,2.6,3.2,2.6,Leadership is disconnected from ground-level teams.
E13388,3.8,2.9,3.3,2.0,2.9,Workload is sometimes heavy but manageable.
E13389,4.7,3.1,3.8,4.5,4.0,Excellent team culture and flexible hours.
E13390,4.1,4.2,3.2,3.4,3.9,"Very happy with my role, learning a lot every day."
E13391,3.0,3.0,3.1,3.5,3.1,Workload is sometimes heavy but manageable.
E13392,4.0,2.6,3.1,3.0,3.2,Some processes feel outdated but the team is good.
E13393,5.0,2.7,3.3,3.8,4.0,Feel recognised for my contributions regularly.
E13394,4.5,2.0,3.4,4.0,3.3,"Job is fine, but looking to grow further."
E13395,3.5,3.0,3.1,3.5,3.3,Management communication can improve significantly.
E13396,3.1,2.8,3.1,2.8,3.0,Work is okay but growth opportunities are limited.
E13397,4.4,2.3,3.8,3.7,3.5,Could use more clarity on promotion criteria.
E13398,5.0,3.1,4.3,4.0,4.0,Excellent team culture and flexible hours.
E13399,4.3,1.6,4.1,3.9,3.5,Could use more clarity on promotion criteria.
E13400,4.0,2.7,3.2,3.7,3.5,Some processes feel outdated but the team is good.
E13401,5.0,2.9,4.3,3.2,4.0,Excellent team culture and flexible hours.
E13402,5.0,2.5,4.1,3.7,3.9,Great work environment with strong mentorship.
E13403,4.2,2.4,2.8,3.1,3.1,Work is okay but growth opportunities are limited.
E13404,4.5,2.3,4.1,2.7,3.6,Salary is decent but bonuses could be better.
E13405,5.0,3.0,3.4,2.9,3.6,Salary is decent but bonuses could be better.
E13406,5.0,1.9,4.7,4.4,4.2,Work-life balance is great and the team is collaborative.
E13407,4.7,2.6,3.4,4.8,3.9,Compensation is competitive and I feel valued.
E13408,3.7,2.5,2.7,2.5,3.1,Salary is decent but bonuses could be better.
E13409,4.6,3.0,3.9,3.8,3.8,Management is supportive and career growth is clear.
E13410,5.0,2.6,4.5,4.3,4.1,Management is supportive and career growth is clear.
E13411,4.1,3.4,3.1,3.3,3.5,"Job is fine, but looking to grow further."
E13412,5.0,2.7,3.9,3.5,4.0,Excellent team culture and flexible hours.
E13413,5.0,2.0,4.0,4.0,3.9,Work-life balance is great and the team is collaborative.
E13414,4.6,2.9,2.8,4.0,3.9,"Very happy with my role, learning a lot every day."
E13415,4.2,3.4,3.9,4.3,4.0,"Very happy with my role, learning a lot every day."
E13416,4.2,3.2,3.8,2.4,3.6,Could use more clarity on promotion criteria.
E13417,3.6,2.7,3.4,3.7,3.5,Work is okay but growth opportunities are limited.
E13418,4.3,2.9,3.5,3.3,3.6,Salary is decent but bonuses could be better.
E13419,4.0,2.3,3.1,2.8,3.1,Management communication can improve significantly.
E13420,4.2,3.0,4.4,3.9,4.0,Great work environment with strong mentorship.
E13421,2.9,3.2,3.3,3.5,3.6,"Job is fine, but looking to grow further."
E13422,4.7,3.0,3.6,4.2,4.0,Strong leadership and clear direction from management.
E13423,4.2,2.8,2.8,3.6,3.4,Some processes feel outdated but the team is good.
E13424,4.5,2.4,3.5,3.5,3.6,Reasonable work-life balance most of the time.
E13425,4.9,3.3,3.4,4.8,4.0,Management is supportive and career growth is clear.
E13426,3.8,3.8,3.0,3.8,3.6,Salary is decent but bonuses could be better.
E13427,4.4,3.3,4.3,3.8,3.9,Great work environment with strong mentorship.
E13428,4.3,2.9,3.7,2.7,3.3,Work is okay but growth opportunities are limited.
E13429,4.2,3.0,3.4,4.9,3.9,Compensation is competitive and I feel valued.
E13430,3.9,2.5,3.0,2.6,3.1,Management communication can improve significantly.
E13431,4.8,3.2,4.2,3.9,4.2,Strong leadership and clear direction from management.
E13432,3.7,2.7,2.8,3.3,3.3,Some processes feel outdated but the team is good.
E13433,3.4,2.8,3.4,2.7,3.1,Could use more clarity on promotion criteria.
E13434,4.2,3.0,3.6,3.5,3.5,"Job is fine, but looking to grow further."
E13435,3.3,3.2,3.2,3.1,3.5,Salary is decent but bonuses could be better.
E13436,2.9,3.6,2.7,4.1,3.3,Some processes feel outdated but the team is good.
E13437,3.8,3.0,3.2,2.9,3.2,Some processes feel outdated but the team is good.
E13438,3.7,2.6,3.6,3.7,3.3,Management communication can improve significantly.
E13439,3.6,3.6,3.0,2.9,3.3,Salary is decent but bonuses could be better.
E13440,4.2,1.6,3.0,3.0,3.2,Reasonable work-life balance most of the time.
E13441,4.7,3.0,3.8,3.0,3.7,Reasonable work-life balance most of the time.
E13442,4.4,2.5,3.7,2.6,3.5,Could use more clarity on promotion criteria.
E13443,4.3,1.7,3.7,3.8,3.5,"Job is fine, but looking to grow further."
E13444,3.9,2.0,3.3,2.7,3.0,Reasonable work-life balance most of the time.
E13445,3.6,2.3,3.5,2.3,3.1,Could use more clarity on promotion criteria.
E13446,4.6,3.4,4.3,4.0,4.2,Feel recognised for my contributions regularly.
E13447,5.0,2.8,3.2,4.0,3.9,Compensation is competitive and I feel valued.
E13448,4.5,3.1,3.4,2.4,3.2,Salary is decent but bonuses could be better.
E13449,4.5,2.2,3.6,2.6,3.2,Management communication can improve significantly.
E13450,3.6,2.7,3.7,4.4,3.5,Work is okay but growth opportunities are limited.
E13451,3.6,4.1,3.4,3.3,3.7,Management communication can improve significantly.
E13452,5.0,3.6,3.6,4.0,4.2,Management is supportive and career growth is clear.
E13453,3.8,3.4,2.9,3.4,3.4,Reasonable work-life balance most of the time.
E13454,3.9,3.4,3.0,3.7,3.6,Could use more clarity on promotion criteria.
E13455,3.4,2.6,2.4,2.4,2.8,Could use more clarity on promotion criteria.
E13456,5.0,3.0,4.0,4.3,4.1,Compensation is competitive and I feel valued.
E13457,4.4,2.9,4.0,2.8,3.6,Reasonable work-life balance most of the time.
E13458,4.9,3.0,4.1,3.5,4.1,Strong leadership and clear direction from management.
E13459,3.4,3.3,2.8,3.2,3.2,Work is okay but growth opportunities are limited.
E13460,5.0,3.2,3.5,3.1,4.0,Compensation is competitive and I feel valued.
E13461,5.0,2.0,3.6,3.4,3.8,Work-life balance is great and the team is collaborative.
E13462,5.0,3.1,5.0,5.0,4.6,Work-life balance is great and the team is collaborative.
E13463,3.4,3.3,2.9,4.6,3.2,Salary is decent but bonuses could be better.
E13464,4.8,2.6,3.2,2.9,3.3,Reasonable work-life balance most of the time.
E13465,5.0,3.0,3.6,4.7,4.1,Work-life balance is great and the team is collaborative.
E13466,4.7,2.7,3.3,4.0,3.8,Great work environment with strong mentorship.
E13467,3.2,3.8,2.7,3.7,3.6,Salary is decent but bonuses could be better.
E13468,2.8,3.2,3.1,3.8,3.4,"Job is fine, but looking to grow further."
E13469,5.0,3.0,4.3,3.9,4.3,Strong leadership and clear direction from management.
E13470,5.0,1.9,4.1,3.2,3.8,Great work environment with strong mentorship.
E13471,4.9,1.8,4.6,3.4,3.5,Workload is sometimes heavy but manageable.
E13472,3.8,3.0,3.3,4.1,3.4,Some processes feel outdated but the team is good.
E13473,4.1,2.4,2.9,2.0,3.1,Salary is decent but bonuses could be better.
E13474,4.3,3.0,3.0,4.0,3.5,Reasonable work-life balance most of the time.
E13475,5.0,2.9,4.5,4.2,4.3,Excellent team culture and flexible hours.
E13476,4.9,2.0,3.5,3.4,3.5,Could use more clarity on promotion criteria.
E13477,4.0,2.7,3.0,3.3,3.1,Some processes feel outdated but the team is good.
E13478,4.3,2.4,3.7,3.1,3.3,Reasonable work-life balance most of the time.
E13479,4.0,3.1,4.0,3.1,3.8,Compensation is competitive and I feel valued.
E13480,3.8,3.0,3.5,2.3,3.2,Work is okay but growth opportunities are limited.
E13481,4.8,2.7,4.4,3.7,4.1,Great work environment with strong mentorship.
E13482,3.8,3.0,3.4,3.7,3.6,Management communication can improve significantly.
E13483,4.3,3.1,4.1,2.7,3.8,Work-life balance is great and the team is collaborative.
E13484,3.8,2.5,3.6,2.9,3.3,Could use more clarity on promotion criteria.
E13485,3.5,3.4,3.1,4.1,3.6,Management communication can improve significantly.
E13486,5.0,2.2,4.3,3.9,4.0,Management is supportive and career growth is clear.
E13487,3.3,2.7,3.8,3.9,3.3,Could use more clarity on promotion criteria.
E13488,3.5,3.4,3.2,4.8,3.8,Strong leadership and clear direction from management.
E13489,4.8,2.7,3.6,4.1,4.0,Excellent team culture and flexible hours.
E13490,5.0,2.7,3.8,3.6,3.8,Strong leadership and clear direction from management.
E13491,4.3,1.8,4.2,3.2,3.3,"Job is fine, but looking to grow further."
E13492,4.7,2.9,3.9,3.8,3.9,Great work environment with strong mentorship.
E13493,3.4,3.6,3.2,4.5,3.6,Workload is sometimes heavy but manageable.
E13494,5.0,3.1,4.8,4.7,4.5,Feel recognised for my contributions regularly.
E13495,4.1,3.1,4.2,2.9,3.7,Reasonable work-life balance most of the time.
E13496,5.0,3.2,3.7,5.0,4.6,Excellent team culture and flexible hours.
E13497,4.4,3.1,3.5,4.3,4.0,Management is supportive and career growth is clear.
E13498,4.8,2.9,3.1,4.2,3.5,Could use more clarity on promotion criteria.
E13499,5.0,3.1,4.0,4.9,4.3,Work-life balance is great and the team is collaborative.
E13500,4.3,3.1,3.7,3.9,3.9,Work-life balance is great and the team is collaborative.
E13501,3.2,2.5,3.1,3.4,3.0,Salary is decent but bonuses could be better.
E13502,4.6,3.5,3.9,4.7,4.5,Work-life balance is great and the team is collaborative.
E13503,4.0,2.2,3.3,2.5,3.0,Could use more clarity on promotion criteria.
E13504,4.2,3.7,4.0,3.6,3.7,Some processes feel outdated but the team is good.
E13505,3.6,2.6,3.5,3.2,3.2,Salary is decent but bonuses could be better.
E13506,5.0,3.0,3.8,4.6,4.1,Work-life balance is great and the team is collaborative.
E13507,2.7,2.8,2.0,3.0,2.8,Work is okay but growth opportunities are limited.
E13508,3.6,3.2,3.8,4.2,3.8,Management is supportive and career growth is clear.
E13509,5.0,2.3,2.9,4.6,3.9,Feel recognised for my contributions regularly.
E13510,4.7,2.0,3.2,4.0,3.6,Reasonable work-life balance most of the time.
E13511,5.0,2.3,3.7,3.8,4.0,Great work environment with strong mentorship.
E13512,4.6,2.9,2.6,4.6,3.9,Great work environment with strong mentorship.
E13513,2.4,2.5,2.1,2.7,2.5,No clear career path — very frustrated.
E13514,5.0,2.7,4.0,3.9,4.0,"Very happy with my role, learning a lot every day."
E13515,4.8,3.2,4.0,4.2,4.2,Excellent team culture and flexible hours.
E13516,2.7,2.2,3.1,3.4,3.0,Could use more clarity on promotion criteria.
E13517,5.0,2.6,3.6,3.2,3.5,Some processes feel outdated but the team is good.
E13518,3.8,3.0,3.1,4.1,3.4,Some processes feel outdated but the team is good.
E13519,5.0,2.4,4.2,4.9,4.3,Great work environment with strong mentorship.
E13520,5.0,1.8,3.9,3.7,3.9,Excellent team culture and flexible hours.
E13521,5.0,2.3,3.5,3.9,3.8,Work-life balance is great and the team is collaborative.
E13522,3.6,3.6,3.1,3.9,3.5,Some processes feel outdated but the team is good.
E13523,4.2,2.8,3.8,4.1,3.7,Could use more clarity on promotion criteria.
E13524,5.0,2.4,4.1,4.6,4.1,Strong leadership and clear direction from management.
E13525,4.4,3.9,4.0,4.1,4.0,Work-life balance is great and the team is collaborative.
E13526,2.5,3.4,3.9,4.1,3.3,Salary is decent but bonuses could be better.
E13527,1.8,2.4,2.4,3.0,2.3,No clear career path — very frustrated.
E13528,3.9,2.5,3.0,2.8,3.0,Workload is sometimes heavy but manageable.
E13529,3.2,2.5,2.3,3.0,2.7,Feeling undervalued and underpaid compared to market.
E13530,3.4,2.7,3.4,2.5,3.1,Some processes feel outdated but the team is good.
E13531,4.9,1.9,3.7,4.3,4.0,Strong leadership and clear direction from management.
E13532,4.8,2.8,3.3,3.3,3.7,"Job is fine, but looking to grow further."
E13533,3.0,2.4,2.9,4.1,3.1,Some processes feel outdated but the team is good.
E13534,3.5,3.1,3.6,4.0,3.6,Salary is decent but bonuses could be better.
E13535,3.8,2.9,3.5,3.3,3.4,Work is okay but growth opportunities are limited.
E13536,5.0,2.9,3.0,4.8,4.1,Compensation is competitive and I feel valued.
E13537,4.4,1.8,3.1,2.8,3.3,Could use more clarity on promotion criteria.
E13538,4.2,1.7,3.8,3.7,3.3,Management communication can improve significantly.
E13539,3.9,4.0,2.7,3.7,3.5,Reasonable work-life balance most of the time.
E13540,5.0,2.8,4.4,3.7,4.1,Management is supportive and career growth is clear.
E13541,4.7,1.7,4.1,3.3,3.6,"Job is fine, but looking to grow further."
E13542,4.7,2.4,4.1,4.1,4.0,Excellent team culture and flexible hours.
E13543,5.0,2.9,4.1,4.4,4.0,Excellent team culture and flexible hours.
E13544,4.1,2.2,3.0,3.5,3.4,Salary is decent but bonuses could be better.
E13545,4.7,2.6,4.0,3.2,3.9,Feel recognised for my contributions regularly.
E13546,5.0,3.0,4.8,4.5,4.4,Excellent team culture and flexible hours.
E13547,4.9,2.7,4.2,4.0,4.1,Work-life balance is great and the team is collaborative.
E13548,4.6,3.8,3.7,3.4,3.7,Workload is sometimes heavy but manageable.
E13549,4.2,2.4,4.2,3.3,3.5,Some processes feel outdated but the team is good.
E13550,4.0,3.4,3.5,3.4,3.5,Salary is decent but bonuses could be better.
E13551,5.0,2.4,4.0,4.7,4.2,Feel recognised for my contributions regularly.
E13552,4.6,3.1,3.7,4.1,3.8,Great work environment with strong mentorship.
E13553,4.7,3.1,3.3,3.9,3.7,Salary is decent but bonuses could be better.
E13554,3.8,2.7,4.1,2.3,3.2,Could use more clarity on promotion criteria.
E13555,3.4,3.0,2.9,4.6,3.5,Could use more clarity on promotion criteria.
E13556,5.0,3.2,3.6,2.6,3.8,Compensation is competitive and I feel valued.
E13557,5.0,2.5,3.7,3.6,3.7,Could use more clarity on promotion criteria.
E13558,3.8,3.0,4.0,3.1,3.6,Work is okay but growth opportunities are limited.
E13559,5.0,3.0,4.0,4.0,4.2,Great work environment with strong mentorship.
E13560,4.1,3.4,2.9,3.3,3.6,Reasonable work-life balance most of the time.
E13561,3.3,2.1,3.9,3.1,3.4,Could use more clarity on promotion criteria.
E13562,4.9,2.7,4.2,4.7,4.3,Compensation is competitive and I feel valued.
E13563,4.9,3.0,3.9,3.8,4.0,Compensation is competitive and I feel valued.
E13564,3.8,2.6,3.2,2.2,3.1,Management communication can improve significantly.
E13565,3.4,2.7,2.7,3.4,3.5,Salary is decent but bonuses could be better.
E13566,4.2,4.2,3.6,4.1,4.4,Feel recognised for my contributions regularly.
E13567,4.8,2.7,3.9,2.4,3.6,Some processes feel outdated but the team is good.
E13568,4.1,3.0,3.6,3.2,3.5,Reasonable work-life balance most of the time.
E13569,5.0,3.6,3.7,3.7,4.2,Feel recognised for my contributions regularly.
E13570,5.0,2.7,3.7,4.0,4.1,Excellent team culture and flexible hours.
E13571,3.8,2.7,3.7,2.8,3.2,"Job is fine, but looking to grow further."
E13572,4.7,3.4,3.9,3.1,3.9,Feel recognised for my contributions regularly.
E13573,4.6,3.1,3.3,4.3,3.9,Strong leadership and clear direction from management.
E13574,4.1,2.4,3.3,2.9,3.0,"Job is fine, but looking to grow further."
E13575,5.0,2.3,3.6,3.7,3.8,Work-life balance is great and the team is collaborative.
E13576,4.9,2.9,4.4,3.9,3.9,Compensation is competitive and I feel valued.
E13577,4.7,2.5,4.1,3.8,3.9,Compensation is competitive and I feel valued.
E13578,3.6,2.7,3.3,2.8,3.0,Reasonable work-life balance most of the time.
E13579,4.2,3.3,2.9,3.5,3.4,"Job is fine, but looking to grow further."
E13580,4.8,3.5,3.4,2.9,3.7,Some processes feel outdated but the team is good.
E13581,4.6,3.5,4.4,3.4,4.1,Excellent team culture and flexible hours.
E13582,5.0,3.3,3.7,3.9,4.0,Excellent team culture and flexible hours.
E13583,4.1,2.0,3.3,2.8,3.1,Workload is sometimes heavy but manageable.
E13584,3.8,3.2,3.1,4.5,3.6,"Job is fine, but looking to grow further."
E13585,4.4,3.1,3.6,2.7,3.6,Some processes feel outdated but the team is good.
E13586,4.2,2.4,4.3,4.0,3.6,Management communication can improve significantly.
E13587,3.6,3.5,3.2,3.9,3.6,Management communication can improve significantly.
E13588,4.4,3.3,3.8,3.8,3.8,Strong leadership and clear direction from management.
E13589,4.0,2.5,3.8,2.2,3.4,Salary is decent but bonuses could be better.
E13590,5.0,2.4,3.7,4.8,4.1,Strong leadership and clear direction from management.
E13591,3.6,2.5,3.0,3.1,3.2,Could use more clarity on promotion criteria.
E13592,4.7,3.3,3.7,5.0,4.4,Feel recognised for my contributions regularly.
E13593,4.9,2.6,4.3,3.7,3.7,"Job is fine, but looking to grow further."
E13594,4.6,4.8,3.3,4.1,4.2,Feel recognised for my contributions regularly.
E13595,4.5,2.8,3.5,3.5,3.6,Work is okay but growth opportunities are limited.
E13596,5.0,3.4,3.5,3.9,4.1,Management is supportive and career growth is clear.
E13597,4.2,2.2,3.9,3.7,3.7,Work is okay but growth opportunities are limited.
E13598,5.0,3.6,3.3,3.5,3.8,Feel recognised for my contributions regularly.
E13599,3.9,2.4,2.7,2.0,2.8,Management communication can improve significantly.
E13600,3.7,3.4,3.2,4.2,3.8,Great work environment with strong mentorship.
E13601,5.0,2.6,4.3,3.8,4.3,Great work environment with strong mentorship.
E13602,4.5,3.2,3.5,4.5,4.1,Excellent team culture and flexible hours.
E13603,5.0,2.4,4.6,4.6,4.3,"Very happy with my role, learning a lot every day."
E13604,4.0,2.8,3.1,2.9,3.1,Management communication can improve significantly.
E13605,4.0,2.3,4.0,4.2,4.0,"Very happy with my role, learning a lot every day."
E13606,5.0,1.8,4.0,3.3,3.7,"Job is fine, but looking to grow further."
E13607,5.0,3.3,4.1,4.5,4.1,Compensation is competitive and I feel valued.
E13608,3.8,2.6,3.4,3.5,3.3,Work is okay but growth opportunities are limited.
E13609,4.3,2.7,3.3,3.5,3.3,"Job is fine, but looking to grow further."
E13610,1.9,3.0,2.4,3.1,2.6,"Burnout is real, work-life balance is poor."
E13611,5.0,2.8,4.5,4.6,4.5,Great work environment with strong mentorship.
E13612,5.0,2.9,4.4,4.9,4.6,Strong leadership and clear direction from management.
E13613,4.4,2.9,3.3,4.3,4.0,Work-life balance is great and the team is collaborative.
E13614,4.5,3.2,3.5,4.4,3.8,Management is supportive and career growth is clear.
E13615,4.5,3.1,3.6,3.0,3.6,Workload is sometimes heavy but manageable.
